ant-table-cell,ant-table-cell 2,ant-table-cell 3,ant-table-cell 4,ant-table-cell 5
2023-12-07 20:55:22,Report,Current,177mA,device itself
2023-12-07 20:55:22,Report,Power,30.40W,device itself
2023-12-07 20:55:17,Report,Current,193mA,device itself
2023-12-07 20:55:17,Report,Power,18.20W,device itself
2023-12-07 20:55:17,Report,Voltage,228.30V,device itself
2023-12-07 20:55:12,Report,Current,205mA,device itself
2023-12-07 20:55:12,Report,Power,27.60W,device itself
2023-12-07 20:55:07,Report,Current,130mA,device itself
2023-12-07 20:55:07,Report,Power,12.20W,device itself
2023-12-07 20:55:02,Report,Current,218mA,device itself
2023-12-07 20:55:02,Report,Power,21.30W,device itself
2023-12-07 20:55:02,Report,Voltage,227.50V,device itself
2023-12-07 20:54:57,Report,Current,139mA,device itself
2023-12-07 20:54:57,Report,Power,15.80W,device itself
2023-12-07 20:54:57,Report,Voltage,228.30V,device itself
2023-12-07 20:54:22,Report,Current,106mA,device itself
2023-12-07 20:54:22,Report,Power,12.90W,device itself
2023-12-07 20:54:22,Report,Voltage,228.80V,device itself
2023-12-07 20:54:17,Report,Current,214mA,device itself
2023-12-07 20:54:17,Report,Power,27.20W,device itself
2023-12-07 20:54:17,Report,Voltage,228.30V,device itself
2023-12-07 20:53:42,Report,Current,154mA,device itself
2023-12-07 20:53:42,Report,Power,18.50W,device itself
2023-12-07 20:53:42,Report,Voltage,228.80V,device itself
2023-12-07 20:51:37,Report,Current,139mA,device itself
2023-12-07 20:51:37,Report,Power,14.70W,device itself
2023-12-07 20:51:37,Report,Voltage,230.10V,device itself
2023-12-07 20:50:31,Report,Current,158mA,device itself
2023-12-07 20:50:31,Report,Power,10.00W,device itself
2023-12-07 20:50:26,Report,Current,203mA,device itself
2023-12-07 20:50:26,Report,Power,20.90W,device itself
2023-12-07 20:50:26,Report,Voltage,227.00V,device itself
2023-12-07 20:50:21,Report,Current,155mA,device itself
2023-12-07 20:50:21,Report,Power,10.80W,device itself
2023-12-07 20:50:16,Report,Current,180mA,device itself
2023-12-07 20:50:16,Report,Power,23.90W,device itself
2023-12-07 20:50:16,Report,Voltage,226.60V,device itself
2023-12-07 20:49:41,Report,Current,328mA,device itself
2023-12-07 20:49:41,Report,Power,41.90W,device itself
2023-12-07 20:49:06,Report,Current,130mA,device itself
2023-12-07 20:49:06,Report,Power,12.90W,device itself
2023-12-07 20:49:01,Report,Current,136mA,device itself
2023-12-07 20:49:01,Report,Power,9.90W,device itself
2023-12-07 20:48:56,Report,Current,129mA,device itself
2023-12-07 20:48:56,Report,Power,13.10W,device itself
2023-12-07 20:48:56,Report,Voltage,225.80V,device itself
2023-12-07 20:47:21,Report,Current,138mA,device itself
2023-12-07 20:47:21,Report,Power,13.00W,device itself
2023-12-07 20:47:16,Report,Current,103mA,device itself
2023-12-07 20:47:16,Report,Power,21.40W,device itself
2023-12-07 20:47:16,Report,Voltage,227.50V,device itself
2023-12-07 20:46:41,Report,Current,141mA,device itself
2023-12-07 20:46:41,Report,Power,16.60W,device itself
2023-12-07 20:46:41,Report,Voltage,227.90V,device itself
2023-12-07 20:46:05,Report,Add Electricity,0.01,device itself
2023-12-07 20:45:35,Report,Current,112mA,device itself
2023-12-07 20:45:35,Report,Power,10.20W,device itself
2023-12-07 20:45:35,Report,Voltage,227.50V,device itself
2023-12-07 20:44:00,Report,Current,152mA,device itself
2023-12-07 20:44:00,Report,Power,18.20W,device itself
2023-12-07 20:44:00,Report,Voltage,227.00V,device itself
2023-12-07 20:43:55,Report,Current,115mA,device itself
2023-12-07 20:43:55,Report,Power,29.20W,device itself
2023-12-07 20:43:50,Report,Current,132mA,device itself
2023-12-07 20:43:50,Report,Power,23.00W,device itself
2023-12-07 20:43:45,Report,Current,172mA,device itself
2023-12-07 20:43:45,Report,Power,15.40W,device itself
2023-12-07 20:43:40,Report,Current,129mA,device itself
2023-12-07 20:43:40,Report,Power,11.20W,device itself
2023-12-07 20:43:35,Report,Current,106mA,device itself
2023-12-07 20:43:35,Report,Power,19.60W,device itself
2023-12-07 20:43:35,Report,Voltage,227.50V,device itself
2023-12-07 20:43:30,Report,Current,136mA,device itself
2023-12-07 20:43:30,Report,Power,16.10W,device itself
2023-12-07 20:43:25,Report,Current,126mA,device itself
2023-12-07 20:43:25,Report,Power,9.30W,device itself
2023-12-07 20:43:25,Report,Voltage,228.80V,device itself
2023-12-07 20:41:50,Report,Current,142mA,device itself
2023-12-07 20:41:50,Report,Power,12.50W,device itself
2023-12-07 20:41:45,Report,Current,100mA,device itself
2023-12-07 20:41:45,Report,Power,18.20W,device itself
2023-12-07 20:41:45,Report,Voltage,227.50V,device itself
2023-12-07 20:41:10,Report,Current,182mA,device itself
2023-12-07 20:41:10,Report,Power,12.50W,device itself
2023-12-07 20:41:05,Report,Current,108mA,device itself
2023-12-07 20:41:05,Report,Power,18.80W,device itself
2023-12-07 20:41:05,Report,Voltage,227.00V,device itself
2023-12-07 20:38:59,Report,Current,130mA,device itself
2023-12-07 20:38:59,Report,Power,12.90W,device itself
2023-12-07 20:38:59,Report,Voltage,225.80V,device itself
2023-12-07 20:35:23,Report,Current,126mA,device itself
2023-12-07 20:35:23,Report,Power,14.10W,device itself
2023-12-07 20:35:18,Report,Current,158mA,device itself
2023-12-07 20:35:18,Report,Power,19.70W,device itself
2023-12-07 20:35:18,Report,Voltage,230.50V,device itself
2023-12-07 20:34:13,Report,Current,139mA,device itself
2023-12-07 20:34:13,Report,Power,17.10W,device itself
2023-12-07 20:34:08,Report,Current,171mA,device itself
2023-12-07 20:34:08,Report,Power,22.60W,device itself
2023-12-07 20:34:03,Report,Current,192mA,device itself
2023-12-07 20:34:03,Report,Power,16.70W,device itself
2023-12-07 20:34:03,Report,Voltage,229.70V,device itself
2023-12-07 20:33:58,Report,Current,301mA,device itself
2023-12-07 20:33:58,Report,Power,39.00W,device itself
2023-12-07 20:33:53,Report,Current,275mA,device itself
2023-12-07 20:33:53,Report,Power,31.20W,device itself
2023-12-07 20:32:48,Report,Current,103mA,device itself
2023-12-07 20:32:48,Report,Power,12.40W,device itself
2023-12-07 20:32:48,Report,Voltage,230.50V,device itself
2023-12-07 20:32:13,Report,Current,147mA,device itself
2023-12-07 20:32:13,Report,Power,19.10W,device itself
2023-12-07 20:32:08,Report,Current,128mA,device itself
2023-12-07 20:32:08,Report,Power,14.90W,device itself
2023-12-07 20:32:08,Report,Voltage,229.20V,device itself
2023-12-07 20:31:03,Report,Current,163mA,device itself
2023-12-07 20:31:03,Report,Power,11.70W,device itself
2023-12-07 20:31:03,Report,Voltage,230.50V,device itself
2023-12-07 20:30:58,Report,Current,170mA,device itself
2023-12-07 20:30:58,Report,Power,22.70W,device itself
2023-12-07 20:30:53,Report,Current,136mA,device itself
2023-12-07 20:30:53,Report,Power,9.70W,device itself
2023-12-07 20:30:53,Report,Voltage,229.20V,device itself
2023-12-07 20:30:47,Report,Current,178mA,device itself
2023-12-07 20:30:47,Report,Power,16.50W,device itself
2023-12-07 20:30:42,Report,Current,139mA,device itself
2023-12-07 20:30:42,Report,Power,22.20W,device itself
2023-12-07 20:30:42,Report,Voltage,230.50V,device itself
2023-12-07 20:29:37,Report,Current,106mA,device itself
2023-12-07 20:29:37,Report,Power,21.00W,device itself
2023-12-07 20:29:37,Report,Voltage,230.10V,device itself
2023-12-07 20:28:32,Report,Current,167mA,device itself
2023-12-07 20:28:32,Report,Power,13.90W,device itself
2023-12-07 20:28:27,Report,Current,113mA,device itself
2023-12-07 20:28:27,Report,Power,11.00W,device itself
2023-12-07 20:28:27,Report,Voltage,229.70V,device itself
2023-12-07 20:27:22,Report,Current,162mA,device itself
2023-12-07 20:27:22,Report,Power,18.30W,device itself
2023-12-07 20:26:47,Report,Current,103mA,device itself
2023-12-07 20:26:47,Report,Power,11.70W,device itself
2023-12-07 20:26:42,Report,Current,136mA,device itself
2023-12-07 20:26:42,Report,Power,16.20W,device itself
2023-12-07 20:26:37,Report,Current,197mA,device itself
2023-12-07 20:26:37,Report,Power,20.80W,device itself
2023-12-07 20:26:37,Report,Voltage,230.50V,device itself
2023-12-07 20:25:31,Report,Current,113mA,device itself
2023-12-07 20:25:31,Report,Power,10.50W,device itself
2023-12-07 20:24:56,Report,Current,173mA,device itself
2023-12-07 20:24:56,Report,Power,20.70W,device itself
2023-12-07 20:24:56,Report,Voltage,229.20V,device itself
2023-12-07 20:24:51,Report,Current,113mA,device itself
2023-12-07 20:24:51,Report,Power,14.20W,device itself
2023-12-07 20:24:16,Report,Current,114mA,device itself
2023-12-07 20:24:16,Report,Power,12.20W,device itself
2023-12-07 20:24:16,Report,Voltage,228.30V,device itself
2023-12-07 20:23:41,Report,Current,184mA,device itself
2023-12-07 20:23:41,Report,Power,18.00W,device itself
2023-12-07 20:23:41,Report,Voltage,229.70V,device itself
2023-12-07 20:23:36,Report,Current,232mA,device itself
2023-12-07 20:23:36,Report,Power,22.70W,device itself
2023-12-07 20:23:31,Report,Current,167mA,device itself
2023-12-07 20:23:31,Report,Power,32.50W,device itself
2023-12-07 20:23:31,Report,Voltage,228.30V,device itself
2023-12-07 20:22:56,Report,Current,153mA,device itself
2023-12-07 20:22:56,Report,Power,14.80W,device itself
2023-12-07 20:22:56,Report,Voltage,228.80V,device itself
2023-12-07 20:22:51,Report,Current,168mA,device itself
2023-12-07 20:22:51,Report,Power,18.60W,device itself
2023-12-07 20:22:51,Report,Voltage,229.20V,device itself
2023-12-07 20:22:16,Report,Current,136mA,device itself
2023-12-07 20:22:16,Report,Power,13.00W,device itself
2023-12-07 20:22:16,Report,Voltage,227.90V,device itself
2023-12-07 20:21:41,Report,Current,139mA,device itself
2023-12-07 20:21:41,Report,Power,16.20W,device itself
2023-12-07 20:21:41,Report,Voltage,227.50V,device itself
2023-12-07 20:21:36,Report,Current,197mA,device itself
2023-12-07 20:21:36,Report,Power,25.70W,device itself
2023-12-07 20:21:36,Report,Voltage,228.30V,device itself
2023-12-07 20:19:30,Report,Current,105mA,device itself
2023-12-07 20:19:30,Report,Power,11.10W,device itself
2023-12-07 20:19:25,Report,Current,146mA,device itself
2023-12-07 20:19:25,Report,Power,14.60W,device itself
2023-12-07 20:19:25,Report,Voltage,228.80V,device itself
2023-12-07 20:19:20,Report,Current,136mA,device itself
2023-12-07 20:19:20,Report,Power,11.60W,device itself
2023-12-07 20:19:15,Report,Current,272mA,device itself
2023-12-07 20:19:15,Report,Power,32.00W,device itself
2023-12-07 20:19:15,Report,Voltage,228.30V,device itself
2023-12-07 20:18:10,Report,Current,104mA,device itself
2023-12-07 20:18:10,Report,Power,11.40W,device itself
2023-12-07 20:18:10,Report,Voltage,229.20V,device itself
2023-12-07 20:17:35,Report,Current,188mA,device itself
2023-12-07 20:17:35,Report,Power,30.20W,device itself
2023-12-07 20:17:35,Report,Voltage,230.50V,device itself
2023-12-07 20:17:30,Report,Current,143mA,device itself
2023-12-07 20:17:30,Report,Power,15.30W,device itself
2023-12-07 20:17:30,Report,Voltage,229.20V,device itself
2023-12-07 20:16:58,Report,Switch 1,ON,device itself
2023-12-07 20:16:46,Device restart,Device restart,software reset,device itself
2023-12-07 20:16:40,Report,Test Bit,1,device itself
2023-12-07 20:16:40,Report,voltage coe,544,device itself
2023-12-07 20:16:40,Report,electric coe,27777,device itself
2023-12-07 20:16:40,Report,power coe,15127,device itself
2023-12-07 20:16:40,Report,electricity coe,2760,device itself
2023-12-07 20:16:40,Report,Light Mode,Indicate switch on/off,device itself
2023-12-07 20:16:40,Report,Inching Switch,device itself,
2023-12-07 20:16:38,Report,Child Lock,OFF,device itself
2023-12-07 20:16:38,Report,Cycle Time,device itself,
2023-12-07 20:16:38,Report,Random Time,device itself,
2023-12-07 20:16:38,Report,Relay Status,Remember last status,device itself
2023-12-07 20:16:38,Report,Fault,0,device itself
2023-12-07 20:16:38,Report,Overcharge Switch,OFF,device itself
2023-12-07 20:16:38,Report,Current,0mA,device itself
2023-12-07 20:16:38,Report,Power,0.00W,device itself
2023-12-07 20:16:38,Report,Voltage,228.30V,device itself
2023-12-07 20:16:38,Report,Switch 1,OFF,device itself
2023-12-07 20:16:38,Report,Countdown 1,0s,device itself
2023-12-07 20:16:36,Online,Online,device itself,
2023-12-07 20:16:36,Report,Add Electricity,0.05,device itself
2023-12-07 20:16:33,Activation,Activation,device itself,
2023-12-07 20:16:33,Device reset,Device reset,cloud,deletion caused by equipment distribution network
